STATISTIC Label,Month,Consumer Item,UNIT,VALUE
National Average Price,2023 February,Pork steak per kg,Euro,9.408
National Average Price,2023 February,Lamb - whole leg / half leg per kg,Euro,14.322
National Average Price,2023 February,Lamb loin chops per kg,Euro,21.432
National Average Price,2023 February,Lamb gigot chops per kg,Euro,
National Average Price,2023 February,Uncooked chicken medium size 1.6kg,Euro,5.712
National Average Price,2023 February,Lamb's liver per kg,Euro,5.818
National Average Price,2023 February,Ham fillet per kg,Euro,6.562
National Average Price,2023 February,Cooked ham per kg,Euro,20.841
National Average Price,2023 February,Best back rashers per kg,Euro,10.645
National Average Price,2023 February,Pork sausages per kg,Euro,6.952
National Average Price,2023 February,Fresh fillet of whiting per kg,Euro,
National Average Price,2023 February,Fresh fillet of cod per kg,Euro,20.204
National Average Price,2023 February,Fresh salmon per kg,Euro,23.917
National Average Price,2023 February,Fresh fillet of plaice per kg,Euro,
National Average Price,2023 February,Fresh hake per kg,Euro,12.188
National Average Price,2023 February,Smoked salmon per kg,Euro,36.232
National Average Price,2023 February,Full fat milk per 2 litre,Euro,2.274
National Average Price,2023 February,Low fat milk per 1 litre,Euro,1.279
National Average Price,2023 February,Irish cheddar per kg,Euro,10.424
National Average Price,2023 February,Large eggs per half dozen,Euro,2.176
National Average Price,2023 February,Medium eggs per half dozen,Euro,1.755
National Average Price,2023 February,Butter per lb,Euro,3.843
National Average Price,2023 February,Grapes per kg,Euro,5.25
National Average Price,2023 February,Bananas per kg,Euro,1.689
National Average Price,2023 February,Tomatoes per kg,Euro,3.587
National Average Price,2023 February,Onions per kg,Euro,1.356
National Average Price,2023 February,Broccoli per kg,Euro,2.854
National Average Price,2023 February,Carrots per kg,Euro,1.189
National Average Price,2023 February,Mushrooms per kg,Euro,3.99
National Average Price,2023 February,Tomatoes tinned per 400g,Euro,1.018
National Average Price,2023 February,Potatoes 2.5 kg,Euro,3.438
National Average Price,2023 February,Potatoes 7.5 kg,Euro,6.055
National Average Price,2023 February,Potatoes 10 kg,Euro,
National Average Price,2023 February,White granulated sugar per 1 kg,Euro,1.591
National Average Price,2023 February,Jam per lb,Euro,1.097
National Average Price,2023 February,Marmalade per lb,Euro,2.119
National Average Price,2023 February,Tea bags per 80,Euro,2.964
National Average Price,2023 February,Orange juice per litre,Euro,1.475
National Average Price,2023 February,Whiskey - take home (70cl bottle),Euro,27.911
National Average Price,2023 February,Brandy - take home (70cl bottle),Euro,43.596
National Average Price,2023 February,Vodka - take home (70cl bottle),Euro,24.845
National Average Price,2023 February,Cream liqueur - take home (70cl bottle),Euro,16.993
National Average Price,2023 February,Wine - take home (75cl bottle),Euro,
National Average Price,2023 February,Cider - take home (50cl can),Euro,2.542
National Average Price,2023 February,Sherry - take home (75cl bottle),Euro,
National Average Price,2023 February,Lager - take home (50cl can),Euro,2.248
National Average Price,2023 February,Stout - take home (50cl can),Euro,2.467
National Average Price,2023 February,Filtered cigarettes per 20 pk,Euro,15.392
National Average Price,2023 February,Stout - draught bar (1 pint),Euro,5.431
National Average Price,2023 February,Lager - draught bar (1 pint),Euro,5.884
National Average Price,2023 February,Lager - bar (33cl bottle),Euro,5.47
National Average Price,2023 February,Cider - draught bar (1 pint),Euro,5.938
National Average Price,2023 February,Ale - draught bar (1 pint),Euro,5.498
National Average Price,2023 February,Cider - bar (33cl bottle),Euro,5.371
National Average Price,2023 February,Flavoured alcoholic drink - bar (275ml bottle),Euro,6.188
National Average Price,2023 February,Whiskey - bar (single) per ½ glass,Euro,5.149
National Average Price,2023 February,Brandy - bar (single) per ½ glass,Euro,5.59
National Average Price,2023 February,Vodka - bar (single) per ½ glass,Euro,5.165
National Average Price,2023 February,Wine - bar (187ml bottle),Euro,
National Average Price,2023 February,Diesel per litre,Euro,1.692
National Average Price,2023 February,Petrol - unleaded per litre,Euro,1.634
National Average Price,2023 February,Cinema fee,Euro,11.071
National Average Price,2023 February,Nightclubs fee,Euro,16.664
National Average Price,2023 February,Gent's dry cut fee,Euro,18.267
National Average Price,2023 February,"Gent's wash, cut, and blow dry fee",Euro,
National Average Price,2023 February,"Ladies' wash, cut and blow dry fee",Euro,49.927
National Average Price,2023 March,"White, self raising flour per 2 kg",Euro,2.451
National Average Price,2023 March,"Brown, wholemeal flour per 2 kg",Euro,3.033
National Average Price,2023 March,"Bread, white sliced pan, large (800g)",Euro,1.68
National Average Price,2023 March,"Bread, brown sliced pan, large (800g)",Euro,1.887
National Average Price,2023 March,Spaghetti per 500g,Euro,1.398
National Average Price,2023 March,Sirloin steak per kg,Euro,16.58
National Average Price,2023 March,Striploin steak per kg,Euro,22.369
National Average Price,2023 March,Roast beef - topside or rib per kg,Euro,12.25
National Average Price,2023 March,Sliced / diced beef pieces per kg,Euro,11.017
National Average Price,2023 March,Pork loin chops per kg,Euro,8.587
National Average Price,2023 March,Pork steak per kg,Euro,9.473
National Average Price,2023 March,Lamb - whole leg / half leg per kg,Euro,14.371
National Average Price,2023 March,Lamb loin chops per kg,Euro,21.543
National Average Price,2023 March,Lamb gigot chops per kg,Euro,
National Average Price,2023 March,Uncooked chicken medium size 1.6kg,Euro,5.697
National Average Price,2023 March,Lamb's liver per kg,Euro,5.818
National Average Price,2023 March,Ham fillet per kg,Euro,6.611
National Average Price,2023 March,Cooked ham per kg,Euro,20.532
National Average Price,2023 March,Best back rashers per kg,Euro,10.676
National Average Price,2023 March,Pork sausages per kg,Euro,6.916
National Average Price,2023 March,Fresh fillet of whiting per kg,Euro,
National Average Price,2023 March,Fresh fillet of cod per kg,Euro,20.749
National Average Price,2023 March,Fresh salmon per kg,Euro,23.889
National Average Price,2023 March,Fresh fillet of plaice per kg,Euro,
National Average Price,2023 March,Fresh hake per kg,Euro,12.217
National Average Price,2023 March,Smoked salmon per kg,Euro,36.538
National Average Price,2023 March,Full fat milk per 2 litre,Euro,2.278
National Average Price,2023 March,Low fat milk per 1 litre,Euro,1.28
National Average Price,2023 March,Irish cheddar per kg,Euro,10.722
National Average Price,2023 March,Large eggs per half dozen,Euro,2.184
National Average Price,2023 March,Medium eggs per half dozen,Euro,1.761
National Average Price,2023 March,Butter per lb,Euro,3.854
National Average Price,2023 March,Grapes per kg,Euro,5.291
National Average Price,2023 March,Bananas per kg,Euro,1.689
National Average Price,2023 March,Tomatoes per kg,Euro,3.662
National Average Price,2023 March,Onions per kg,Euro,1.448
National Average Price,2023 March,Broccoli per kg,Euro,2.881
National Average Price,2023 March,Carrots per kg,Euro,1.169
National Average Price,2023 March,Mushrooms per kg,Euro,3.991
National Average Price,2023 March,Tomatoes tinned per 400g,Euro,1.072
National Average Price,2023 March,Potatoes 2.5 kg,Euro,3.436
National Average Price,2023 March,Potatoes 7.5 kg,Euro,6.048
National Average Price,2023 March,Potatoes 10 kg,Euro,
National Average Price,2023 March,White granulated sugar per 1 kg,Euro,1.683
National Average Price,2023 March,Jam per lb,Euro,1.101
National Average Price,2023 March,Marmalade per lb,Euro,2.145
National Average Price,2023 March,Tea bags per 80,Euro,2.963
National Average Price,2023 March,Orange juice per litre,Euro,1.525
National Average Price,2023 March,Whiskey - take home (70cl bottle),Euro,26.953
National Average Price,2023 March,Brandy - take home (70cl bottle),Euro,43.779
National Average Price,2023 March,Vodka - take home (70cl bottle),Euro,24.708
National Average Price,2023 March,Cream liqueur - take home (70cl bottle),Euro,16.417
National Average Price,2023 March,Wine - take home (75cl bottle),Euro,
National Average Price,2023 March,Cider - take home (50cl can),Euro,2.524
National Average Price,2023 March,Sherry - take home (75cl bottle),Euro,
National Average Price,2023 March,Lager - take home (50cl can),Euro,2.283
National Average Price,2023 March,Stout - take home (50cl can),Euro,2.443
National Average Price,2023 March,Filtered cigarettes per 20 pk,Euro,15.532
National Average Price,2023 March,Stout - draught bar (1 pint),Euro,5.477
National Average Price,2023 March,Lager - draught bar (1 pint),Euro,5.922
National Average Price,2023 March,Lager - bar (33cl bottle),Euro,5.498
National Average Price,2023 March,Cider - draught bar (1 pint),Euro,5.979
National Average Price,2023 March,Ale - draught bar (1 pint),Euro,5.533
National Average Price,2023 March,Cider - bar (33cl bottle),Euro,5.383
National Average Price,2023 March,Flavoured alcoholic drink - bar (275ml bottle),Euro,6.219
National Average Price,2023 March,Whiskey - bar (single) per ½ glass,Euro,5.196
National Average Price,2023 March,Brandy - bar (single) per ½ glass,Euro,5.623
National Average Price,2023 March,Vodka - bar (single) per ½ glass,Euro,5.203
National Average Price,2023 March,Wine - bar (187ml bottle),Euro,
National Average Price,2023 March,Diesel per litre,Euro,1.643
National Average Price,2023 March,Petrol - unleaded per litre,Euro,1.631
National Average Price,2023 March,Cinema fee,Euro,11.029
National Average Price,2023 March,Nightclubs fee,Euro,16.47
National Average Price,2023 March,Gent's dry cut fee,Euro,18.297
National Average Price,2023 March,"Gent's wash, cut, and blow dry fee",Euro,
National Average Price,2023 March,"Ladies' wash, cut and blow dry fee",Euro,50.004
National Average Price,2023 April,"White, self raising flour per 2 kg",Euro,2.432
National Average Price,2023 April,"Brown, wholemeal flour per 2 kg",Euro,3.05
National Average Price,2023 April,"Bread, white sliced pan, large (800g)",Euro,1.688
National Average Price,2023 April,"Bread, brown sliced pan, large (800g)",Euro,1.887
National Average Price,2023 April,Spaghetti per 500g,Euro,1.486
National Average Price,2023 April,Sirloin steak per kg,Euro,16.541
National Average Price,2023 April,Striploin steak per kg,Euro,22.464
National Average Price,2023 April,Roast beef - topside or rib per kg,Euro,12.219
National Average Price,2023 April,Sliced / diced beef pieces per kg,Euro,10.954
National Average Price,2023 April,Pork loin chops per kg,Euro,8.622
National Average Price,2023 April,Pork steak per kg,Euro,9.558
National Average Price,2023 April,Lamb - whole leg / half leg per kg,Euro,14.379
National Average Price,2023 April,Lamb loin chops per kg,Euro,21.685
National Average Price,2023 April,Lamb gigot chops per kg,Euro,
National Average Price,2023 April,Uncooked chicken medium size 1.6kg,Euro,5.731
National Average Price,2023 April,Lamb's liver per kg,Euro,5.822
National Average Price,2023 April,Ham fillet per kg,Euro,6.692
National Average Price,2023 April,Cooked ham per kg,Euro,20.966
National Average Price,2023 April,Best back rashers per kg,Euro,10.681
National Average Price,2023 April,Pork sausages per kg,Euro,6.992
National Average Price,2023 April,Fresh fillet of whiting per kg,Euro,
National Average Price,2023 April,Fresh fillet of cod per kg,Euro,20.026
National Average Price,2023 April,Fresh salmon per kg,Euro,24.342
National Average Price,2023 April,Fresh fillet of plaice per kg,Euro,
National Average Price,2023 April,Fresh hake per kg,Euro,12.327
National Average Price,2023 April,Smoked salmon per kg,Euro,37.051
National Average Price,2023 April,Full fat milk per 2 litre,Euro,2.279
National Average Price,2023 April,Low fat milk per 1 litre,Euro,1.284
National Average Price,2023 April,Irish cheddar per kg,Euro,10.708
National Average Price,2023 April,Large eggs per half dozen,Euro,2.207
National Average Price,2023 April,Medium eggs per half dozen,Euro,1.78
National Average Price,2023 April,Butter per lb,Euro,3.866
National Average Price,2023 April,Grapes per kg,Euro,5.254
National Average Price,2023 April,Bananas per kg,Euro,1.689
National Average Price,2023 April,Tomatoes per kg,Euro,3.767
National Average Price,2023 April,Onions per kg,Euro,1.556
National Average Price,2023 April,Broccoli per kg,Euro,3.015
National Average Price,2023 April,Carrots per kg,Euro,1.093
National Average Price,2023 April,Mushrooms per kg,Euro,3.967
National Average Price,2023 April,Tomatoes tinned per 400g,Euro,1.073
National Average Price,2023 April,Potatoes 2.5 kg,Euro,3.391
National Average Price,2023 April,Potatoes 7.5 kg,Euro,6.057
National Average Price,2023 April,Potatoes 10 kg,Euro,
National Average Price,2023 April,White granulated sugar per 1 kg,Euro,1.698
National Average Price,2023 April,Jam per lb,Euro,1.103
National Average Price,2023 April,Marmalade per lb,Euro,2.118
National Average Price,2023 April,Tea bags per 80,Euro,3.027
National Average Price,2023 April,Orange juice per litre,Euro,1.542
National Average Price,2023 April,Whiskey - take home (70cl bottle),Euro,27.23
National Average Price,2023 April,Brandy - take home (70cl bottle),Euro,43.576
National Average Price,2023 April,Vodka - take home (70cl bottle),Euro,24.896
National Average Price,2023 April,Cream liqueur - take home (70cl bottle),Euro,17.51
National Average Price,2023 April,Wine - take home (75cl bottle),Euro,
National Average Price,2023 April,Cider - take home (50cl can),Euro,2.539
National Average Price,2023 April,Sherry - take home (75cl bottle),Euro,
National Average Price,2023 April,Lager - take home (50cl can),Euro,2.296
National Average Price,2023 April,Stout - take home (50cl can),Euro,2.461
National Average Price,2023 April,Filtered cigarettes per 20 pk,Euro,15.583
National Average Price,2023 April,Stout - draught bar (1 pint),Euro,5.503
National Average Price,2023 April,Lager - draught bar (1 pint),Euro,5.971
National Average Price,2023 April,Lager - bar (33cl bottle),Euro,5.521
National Average Price,2023 April,Cider - draught bar (1 pint),Euro,6.024
National Average Price,2023 April,Ale - draught bar (1 pint),Euro,5.557
National Average Price,2023 April,Cider - bar (33cl bottle),Euro,5.433
National Average Price,2023 April,Flavoured alcoholic drink - bar (275ml bottle),Euro,6.248
National Average Price,2023 April,Whiskey - bar (single) per ½ glass,Euro,5.234
National Average Price,2023 April,Brandy - bar (single) per ½ glass,Euro,5.656
National Average Price,2023 April,Vodka - bar (single) per ½ glass,Euro,5.232
National Average Price,2023 April,Wine - bar (187ml bottle),Euro,
National Average Price,2023 April,Diesel per litre,Euro,1.581
National Average Price,2023 April,Petrol - unleaded per litre,Euro,1.632
National Average Price,2023 April,Cinema fee,Euro,10.987
National Average Price,2023 April,Nightclubs fee,Euro,16.47
National Average Price,2023 April,Gent's dry cut fee,Euro,18.47
National Average Price,2023 April,"Gent's wash, cut, and blow dry fee",Euro,
National Average Price,2023 April,"Ladies' wash, cut and blow dry fee",Euro,50.19
National Average Price,2023 May,"White, self raising flour per 2 kg",Euro,2.452
National Average Price,2023 May,"Brown, wholemeal flour per 2 kg",Euro,3.07
National Average Price,2023 May,"Bread, white sliced pan, large (800g)",Euro,1.678
National Average Price,2023 May,"Bread, brown sliced pan, large (800g)",Euro,1.869
National Average Price,2023 May,Spaghetti per 500g,Euro,1.457
National Average Price,2023 May,Sirloin steak per kg,Euro,16.533
National Average Price,2023 May,Striploin steak per kg,Euro,22.531
National Average Price,2023 May,Roast beef - topside or rib per kg,Euro,12.363
National Average Price,2023 May,Sliced / diced beef pieces per kg,Euro,10.836
National Average Price,2023 May,Pork loin chops per kg,Euro,8.557
National Average Price,2023 May,Pork steak per kg,Euro,9.535
National Average Price,2023 May,Lamb - whole leg / half leg per kg,Euro,14.053
National Average Price,2023 May,Lamb loin chops per kg,Euro,21.501
National Average Price,2023 May,Lamb gigot chops per kg,Euro,
National Average Price,2023 May,Uncooked chicken medium size 1.6kg,Euro,5.77
National Average Price,2023 May,Lamb's liver per kg,Euro,5.829
National Average Price,2023 May,Ham fillet per kg,Euro,6.695
National Average Price,2023 May,Cooked ham per kg,Euro,20.832
National Average Price,2023 May,Best back rashers per kg,Euro,10.804
National Average Price,2023 May,Pork sausages per kg,Euro,6.987
National Average Price,2023 May,Fresh fillet of whiting per kg,Euro,
National Average Price,2023 May,Fresh fillet of cod per kg,Euro,20.818
National Average Price,2023 May,Fresh salmon per kg,Euro,24.733
National Average Price,2023 May,Fresh fillet of plaice per kg,Euro,
National Average Price,2023 May,Fresh hake per kg,Euro,12.4
National Average Price,2023 May,Smoked salmon per kg,Euro,37.158
National Average Price,2023 May,Full fat milk per 2 litre,Euro,2.218
National Average Price,2023 May,Low fat milk per 1 litre,Euro,1.259
National Average Price,2023 May,Irish cheddar per kg,Euro,10.545
National Average Price,2023 May,Large eggs per half dozen,Euro,2.221
National Average Price,2023 May,Medium eggs per half dozen,Euro,1.789
National Average Price,2023 May,Butter per lb,Euro,3.758
National Average Price,2023 May,Grapes per kg,Euro,5.344
National Average Price,2023 May,Bananas per kg,Euro,1.699
National Average Price,2023 May,Tomatoes per kg,Euro,3.734
National Average Price,2023 May,Onions per kg,Euro,1.569
National Average Price,2023 May,Broccoli per kg,Euro,2.959
National Average Price,2023 May,Carrots per kg,Euro,1.204
National Average Price,2023 May,Mushrooms per kg,Euro,4.016
National Average Price,2023 May,Tomatoes tinned per 400g,Euro,1.056
National Average Price,2023 May,Potatoes 2.5 kg,Euro,3.45
National Average Price,2023 May,Potatoes 7.5 kg,Euro,6.058
National Average Price,2023 May,Potatoes 10 kg,Euro,
National Average Price,2023 May,White granulated sugar per 1 kg,Euro,1.754
National Average Price,2023 May,Jam per lb,Euro,1.103
National Average Price,2023 May,Marmalade per lb,Euro,2.154
National Average Price,2023 May,Tea bags per 80,Euro,3.035
National Average Price,2023 May,Orange juice per litre,Euro,1.579
National Average Price,2023 May,Whiskey - take home (70cl bottle),Euro,27.599
National Average Price,2023 May,Brandy - take home (70cl bottle),Euro,44.473
National Average Price,2023 May,Vodka - take home (70cl bottle),Euro,24.759
National Average Price,2023 May,Cream liqueur - take home (70cl bottle),Euro,18.384
National Average Price,2023 May,Wine - take home (75cl bottle),Euro,
National Average Price,2023 May,Cider - take home (50cl can),Euro,2.563
National Average Price,2023 May,Sherry - take home (75cl bottle),Euro,
National Average Price,2023 May,Lager - take home (50cl can),Euro,2.318
National Average Price,2023 May,Stout - take home (50cl can),Euro,2.474
National Average Price,2023 May,Filtered cigarettes per 20 pk,Euro,15.568
National Average Price,2023 May,Stout - draught bar (1 pint),Euro,5.503
National Average Price,2023 May,Lager - draught bar (1 pint),Euro,5.966
National Average Price,2023 May,Lager - bar (33cl bottle),Euro,5.527
National Average Price,2023 May,Cider - draught bar (1 pint),Euro,6.036
National Average Price,2023 May,Ale - draught bar (1 pint),Euro,5.557
National Average Price,2023 May,Cider - bar (33cl bottle),Euro,5.48
National Average Price,2023 May,Flavoured alcoholic drink - bar (275ml bottle),Euro,6.267
National Average Price,2023 May,Whiskey - bar (single) per ½ glass,Euro,5.24
National Average Price,2023 May,Brandy - bar (single) per ½ glass,Euro,5.663
National Average Price,2023 May,Vodka - bar (single) per ½ glass,Euro,5.241
National Average Price,2023 May,Wine - bar (187ml bottle),Euro,
National Average Price,2023 May,Diesel per litre,Euro,1.488
National Average Price,2023 May,Petrol - unleaded per litre,Euro,1.587
National Average Price,2023 May,Cinema fee,Euro,10.881
National Average Price,2023 May,Nightclubs fee,Euro,16.47
National Average Price,2023 May,Gent's dry cut fee,Euro,18.549
National Average Price,2023 May,"Gent's wash, cut, and blow dry fee",Euro,
National Average Price,2023 May,"Ladies' wash, cut and blow dry fee",Euro,50.225
National Average Price,2023 June,"White, self raising flour per 2 kg",Euro,2.464
National Average Price,2023 June,"Brown, wholemeal flour per 2 kg",Euro,3.073
National Average Price,2023 June,"Bread, white sliced pan, large (800g)",Euro,1.661
National Average Price,2023 June,"Bread, brown sliced pan, large (800g)",Euro,1.853
National Average Price,2023 June,Spaghetti per 500g,Euro,1.466
National Average Price,2023 June,Sirloin steak per kg,Euro,16.531
National Average Price,2023 June,Striploin steak per kg,Euro,22.157
National Average Price,2023 June,Roast beef - topside or rib per kg,Euro,12.462
National Average Price,2023 June,Sliced / diced beef pieces per kg,Euro,10.806
National Average Price,2023 June,Pork loin chops per kg,Euro,8.925
National Average Price,2023 June,Pork steak per kg,Euro,9.388
National Average Price,2023 June,Lamb - whole leg / half leg per kg,Euro,14.184
National Average Price,2023 June,Lamb loin chops per kg,Euro,21.479
National Average Price,2023 June,Lamb gigot chops per kg,Euro,
National Average Price,2023 June,Uncooked chicken medium size 1.6kg,Euro,5.775
National Average Price,2023 June,Lamb's liver per kg,Euro,5.834
National Average Price,2023 June,Ham fillet per kg,Euro,6.715
National Average Price,2023 June,Cooked ham per kg,Euro,20.848
National Average Price,2023 June,Best back rashers per kg,Euro,10.762
National Average Price,2023 June,Pork sausages per kg,Euro,6.965
National Average Price,2023 June,Fresh fillet of whiting per kg,Euro,
National Average Price,2023 June,Fresh fillet of cod per kg,Euro,20.918
National Average Price,2023 June,Fresh salmon per kg,Euro,24.729
National Average Price,2023 June,Fresh fillet of plaice per kg,Euro,
National Average Price,2023 June,Fresh hake per kg,Euro,12.397
National Average Price,2023 June,Smoked salmon per kg,Euro,37.37
National Average Price,2023 June,Full fat milk per 2 litre,Euro,2.236
National Average Price,2023 June,Low fat milk per 1 litre,Euro,1.264
National Average Price,2023 June,Irish cheddar per kg,Euro,10.52
National Average Price,2023 June,Large eggs per half dozen,Euro,2.223
National Average Price,2023 June,Medium eggs per half dozen,Euro,1.79
National Average Price,2023 June,Butter per lb,Euro,3.754
National Average Price,2023 June,Grapes per kg,Euro,5.295
National Average Price,2023 June,Bananas per kg,Euro,1.699
National Average Price,2023 June,Tomatoes per kg,Euro,3.668
National Average Price,2023 June,Onions per kg,Euro,1.585
National Average Price,2023 June,Broccoli per kg,Euro,3.114
National Average Price,2023 June,Carrots per kg,Euro,1.236
National Average Price,2023 June,Mushrooms per kg,Euro,4.017
National Average Price,2023 June,Tomatoes tinned per 400g,Euro,1.075
National Average Price,2023 June,Potatoes 2.5 kg,Euro,3.398
National Average Price,2023 June,Potatoes 7.5 kg,Euro,6.062
National Average Price,2023 June,Potatoes 10 kg,Euro,
National Average Price,2023 June,White granulated sugar per 1 kg,Euro,1.748
National Average Price,2023 June,Jam per lb,Euro,1.091
National Average Price,2023 June,Marmalade per lb,Euro,2.117
National Average Price,2023 June,Tea bags per 80,Euro,3.033
National Average Price,2023 June,Orange juice per litre,Euro,1.578
National Average Price,2023 June,Whiskey - take home (70cl bottle),Euro,26.788
National Average Price,2023 June,Brandy - take home (70cl bottle),Euro,45.067
National Average Price,2023 June,Vodka - take home (70cl bottle),Euro,25.202
National Average Price,2023 June,Cream liqueur - take home (70cl bottle),Euro,17.635
National Average Price,2023 June,Wine - take home (75cl bottle),Euro,
National Average Price,2023 June,Cider - take home (50cl can),Euro,2.572
National Average Price,2023 June,Sherry - take home (75cl bottle),Euro,
National Average Price,2023 June,Lager - take home (50cl can),Euro,2.322
National Average Price,2023 June,Stout - take home (50cl can),Euro,2.47
National Average Price,2023 June,Filtered cigarettes per 20 pk,Euro,15.568
National Average Price,2023 June,Stout - draught bar (1 pint),Euro,5.517
National Average Price,2023 June,Lager - draught bar (1 pint),Euro,5.974
National Average Price,2023 June,Lager - bar (33cl bottle),Euro,5.539
National Average Price,2023 June,Cider - draught bar (1 pint),Euro,6.046
National Average Price,2023 June,Ale - draught bar (1 pint),Euro,5.569
National Average Price,2023 June,Cider - bar (33cl bottle),Euro,5.526
National Average Price,2023 June,Flavoured alcoholic drink - bar (275ml bottle),Euro,6.263
National Average Price,2023 June,Whiskey - bar (single) per ½ glass,Euro,5.254
National Average Price,2023 June,Brandy - bar (single) per ½ glass,Euro,5.668
National Average Price,2023 June,Vodka - bar (single) per ½ glass,Euro,5.254
National Average Price,2023 June,Wine - bar (187ml bottle),Euro,
National Average Price,2023 June,Diesel per litre,Euro,1.516
National Average Price,2023 June,Petrol - unleaded per litre,Euro,1.631
National Average Price,2023 June,Cinema fee,Euro,11.017
National Average Price,2023 June,Nightclubs fee,Euro,16.47
National Average Price,2023 June,Gent's dry cut fee,Euro,18.594
National Average Price,2023 June,"Gent's wash, cut, and blow dry fee",Euro,
National Average Price,2023 June,"Ladies' wash, cut and blow dry fee",Euro,50.329
National Average Price,2023 July,"White, self raising flour per 2 kg",Euro,2.464
National Average Price,2023 July,"Brown, wholemeal flour per 2 kg",Euro,3.073
National Average Price,2023 July,"Bread, white sliced pan, large (800g)",Euro,1.651
National Average Price,2023 July,"Bread, brown sliced pan, large (800g)",Euro,1.856
National Average Price,2023 July,Spaghetti per 500g,Euro,1.456
National Average Price,2023 July,Sirloin steak per kg,Euro,16.759
National Average Price,2023 July,Striploin steak per kg,Euro,22.452
National Average Price,2023 July,Roast beef - topside or rib per kg,Euro,12.8
National Average Price,2023 July,Sliced / diced beef pieces per kg,Euro,10.923
National Average Price,2023 July,Pork loin chops per kg,Euro,8.925
National Average Price,2023 July,Pork steak per kg,Euro,9.315
National Average Price,2023 July,Lamb - whole leg / half leg per kg,Euro,14.309
National Average Price,2023 July,Lamb loin chops per kg,Euro,21.528
National Average Price,2023 July,Lamb gigot chops per kg,Euro,
National Average Price,2023 July,Uncooked chicken medium size 1.6kg,Euro,5.81
National Average Price,2023 July,Lamb's liver per kg,Euro,5.858
National Average Price,2023 July,Ham fillet per kg,Euro,6.727
National Average Price,2023 July,Cooked ham per kg,Euro,20.619
National Average Price,2023 July,Best back rashers per kg,Euro,10.77
National Average Price,2023 July,Pork sausages per kg,Euro,7.054
National Average Price,2023 July,Fresh fillet of whiting per kg,Euro,
National Average Price,2023 July,Fresh fillet of cod per kg,Euro,20.123
National Average Price,2023 July,Fresh salmon per kg,Euro,24.898
National Average Price,2023 July,Fresh fillet of plaice per kg,Euro,
National Average Price,2023 July,Fresh hake per kg,Euro,13.105
National Average Price,2023 July,Smoked salmon per kg,Euro,37.586
National Average Price,2023 July,Full fat milk per 2 litre,Euro,2.2
National Average Price,2023 July,Low fat milk per 1 litre,Euro,1.243
National Average Price,2023 July,Irish cheddar per kg,Euro,10.392
National Average Price,2023 July,Large eggs per half dozen,Euro,2.22
National Average Price,2023 July,Medium eggs per half dozen,Euro,1.786
National Average Price,2023 July,Butter per lb,Euro,3.756
National Average Price,2023 July,Grapes per kg,Euro,5.208
National Average Price,2023 July,Bananas per kg,Euro,1.694
National Average Price,2023 July,Tomatoes per kg,Euro,3.743
National Average Price,2023 July,Onions per kg,Euro,1.598
National Average Price,2023 July,Broccoli per kg,Euro,3.064
National Average Price,2023 July,Carrots per kg,Euro,1.179
National Average Price,2023 July,Mushrooms per kg,Euro,4.097
National Average Price,2023 July,Tomatoes tinned per 400g,Euro,1.107
National Average Price,2023 July,Potatoes 2.5 kg,Euro,3.432
National Average Price,2023 July,Potatoes 7.5 kg,Euro,6.068
National Average Price,2023 July,Potatoes 10 kg,Euro,
National Average Price,2023 July,White granulated sugar per 1 kg,Euro,1.757
National Average Price,2023 July,Jam per lb,Euro,1.089
National Average Price,2023 July,Marmalade per lb,Euro,2.135
National Average Price,2023 July,Tea bags per 80,Euro,3.062
National Average Price,2023 July,Orange juice per litre,Euro,1.58
National Average Price,2023 July,Whiskey - take home (70cl bottle),Euro,27.656
National Average Price,2023 July,Brandy - take home (70cl bottle),Euro,44.421
National Average Price,2023 July,Vodka - take home (70cl bottle),Euro,24.884
National Average Price,2023 July,Cream liqueur - take home (70cl bottle),Euro,17.658
National Average Price,2023 July,Wine - take home (75cl bottle),Euro,
National Average Price,2023 July,Cider - take home (50cl can),Euro,2.579
National Average Price,2023 July,Sherry - take home (75cl bottle),Euro,
National Average Price,2023 July,Lager - take home (50cl can),Euro,2.324
National Average Price,2023 July,Stout - take home (50cl can),Euro,2.468
National Average Price,2023 July,Filtered cigarettes per 20 pk,Euro,15.593
National Average Price,2023 July,Stout - draught bar (1 pint),Euro,5.523
National Average Price,2023 July,Lager - draught bar (1 pint),Euro,5.978
National Average Price,2023 July,Lager - bar (33cl bottle),Euro,5.54
National Average Price,2023 July,Cider - draught bar (1 pint),Euro,6.058
National Average Price,2023 July,Ale - draught bar (1 pint),Euro,5.57
National Average Price,2023 July,Cider - bar (33cl bottle),Euro,5.526
National Average Price,2023 July,Flavoured alcoholic drink - bar (275ml bottle),Euro,6.254
National Average Price,2023 July,Whiskey - bar (single) per ½ glass,Euro,5.261
National Average Price,2023 July,Brandy - bar (single) per ½ glass,Euro,5.687
National Average Price,2023 July,Vodka - bar (single) per ½ glass,Euro,5.263
National Average Price,2023 July,Wine - bar (187ml bottle),Euro,
National Average Price,2023 July,Diesel per litre,Euro,1.538
National Average Price,2023 July,Petrol - unleaded per litre,Euro,1.637
National Average Price,2023 July,Cinema fee,Euro,11.127
National Average Price,2023 July,Nightclubs fee,Euro,16.47
National Average Price,2023 July,Gent's dry cut fee,Euro,18.657
